TICKER	 OPEN	LOW	HIGH	PRECLOSE	LTP	BUY	SELL	GAIN-$	LOSE-$	BUCLO	BECLO	VOLUME	HAMMER	HAMMER+	I-HAM	IHAMMER+	DOJI
JUBLFOOD	4052.2	4012	4125	4040.9	4054	FALSE	FALSE	72.8	-40.2	FALSE	FALSE	0.00	TRUE	FALSE	TRUE	FALSE	TRUE
SIEMENS	2123	2110	2154.9	2129.4	2150	FALSE	FALSE	31.9	-13	FALSE	FALSE	0.00	FALSE	FALSE	FALSE	FALSE	FALSE
PGHH	14099	13911	14100	14073.8	14100	FALSE	FALSE	1	-188	TRUE	FALSE	0.00	TRUE	TRUE	FALSE	FALSE	FALSE
TATAELXSI	5594	5594	5824.6	5594.05	5804.85	TRUE	FALSE	230.6	0	FALSE	FALSE	195,617.00	FALSE	FALSE	FALSE	FALSE	FALSE
ASIANPAINT	3248	3170	3252.95	3244.65	3180.95	FALSE	FALSE	4.95	-78	FALSE	FALSE	0.00	FALSE	FALSE	FALSE	FALSE	FALSE
INDIAMART	8394	8295	8470	8378.9	8299.95	FALSE	FALSE	76	-99	FALSE	FALSE	0.00	FALSE	FALSE	FALSE	FALSE	FALSE
PEL	2574	2570	2665	2595.8	2654	FALSE	FALSE	91	-4	FALSE	FALSE	0.00	FALSE	FALSE	FALSE	FALSE	FALSE
DMART	4250	4220.1	4284.2	4250.2	4242	FALSE	FALSE	34.2	-29.9	FALSE	FALSE	203,932.00	FALSE	FALSE	TRUE	FALSE	FALSE
MINDTREE	4199.85	4153.15	4242.55	4200.1	4189.8	FALSE	FALSE	42.7	-46.7	FALSE	FALSE	0.00	TRUE	FALSE	TRUE	FALSE	TRUE
IPCALAB	2418.1	2390	2435	2411.35	2411.3	FALSE	FALSE	16.9	-28.1	FALSE	FALSE	144,912.00	TRUE	FALSE	FALSE	FALSE	FALSE
INDIGO	2010	1958.2	2030	2021.7	1974	FALSE	FALSE	20	-51.8	FALSE	FALSE	0.00	FALSE	FALSE	FALSE	FALSE	FALSE
BAJAJ-AUTO	3820	3802.65	3880.75	3832.65	3841	FALSE	FALSE	60.75	-17.35	FALSE	FALSE	0.00	FALSE	FALSE	FALSE	FALSE	FALSE
TITAN	2157	2122.65	2175	2161.85	2160	FALSE	FALSE	18	-34.35	FALSE	FALSE	0.00	TRUE	FALSE	TRUE	FALSE	TRUE
DRREDDY	4853	4852.25	4970	4880.7	4940.95	FALSE	FALSE	117	-0.75	FALSE	FALSE	0.00	FALSE	FALSE	FALSE	FALSE	FALSE
LTTS	4684	4605	4692.1	4697.55	4621	FALSE	FALSE	8.1	-79	FALSE	FALSE	0.00	FALSE	FALSE	FALSE	FALSE	FALSE
BAJAJFINSV	17736.05	17050	17736.05	17786.75	17215	FALSE	TRUE	0	-686.05	FALSE	FALSE	0.00	FALSE	FALSE	FALSE	FALSE	FALSE
NAVINFLUOR	3660	3639.7	3736.55	3684.75	3716.95	FALSE	FALSE	76.55	-20.3	FALSE	FALSE	0.00	FALSE	FALSE	FALSE	FALSE	FALSE
BBTC	1147	1140.05	1171.1	1147.75	1158	FALSE	FALSE	24.1	-6.95	FALSE	FALSE	0.00	FALSE	FALSE	FALSE	FALSE	FALSE
LICHSGFIN	425	422	430.5	427.05	427.6	FALSE	FALSE	5.5	-3	FALSE	FALSE	0.00	FALSE	FALSE	FALSE	FALSE	FALSE
TORNTPHARM	3075	3026.45	3114.7	3085.5	3077.2	FALSE	FALSE	39.7	-48.55	FALSE	FALSE	0.00	TRUE	FALSE	TRUE	FALSE	TRUE
MUTHOOTFIN	1455	1453.15	1542.95	1450.3	1530.65	FALSE	FALSE	87.95	-1.85	FALSE	FALSE	0.00	FALSE	FALSE	FALSE	FALSE	FALSE
ABBOTINDIA	20499.5	20462	22569.55	20517.8	22569.55	FALSE	FALSE	2070.05	-37.5	TRUE	FALSE	0.00	FALSE	FALSE	FALSE	FALSE	FALSE
DALBHARAT	2099	2095.05	2167	2105.75	2122	FALSE	FALSE	68	-3.95	FALSE	FALSE	0.00	FALSE	FALSE	FALSE	FALSE	FALSE
APOLLOHOSP	4481.6	4435	4520	4481.6	4458.1	FALSE	FALSE	38.4	-46.6	FALSE	FALSE	0.00	FALSE	FALSE	FALSE	FALSE	FALSE
BRITANNIA	3958.8	3885	3958.8	3948.95	3910	FALSE	TRUE	0	-73.8	FALSE	FALSE	0.00	FALSE	FALSE	FALSE	FALSE	FALSE
PIDILITIND	2384	2365.2	2422	2381.95	2422	FALSE	FALSE	38	-18.8	TRUE	FALSE	0.00	FALSE	FALSE	FALSE	FALSE	FALSE
OBEROIRLTY	960	908.85	989.5	964.2	913	FALSE	FALSE	29.5	-51.15	FALSE	FALSE	0.00	FALSE	FALSE	FALSE	FALSE	FALSE
BAJFINANCE	7620	7475	7639.2	7668.1	7525	FALSE	FALSE	19.2	-145	FALSE	FALSE	0.00	FALSE	FALSE	FALSE	FALSE	FALSE
EICHERMOT	2787	2752.2	2794.1	2790.2	2770.05	FALSE	FALSE	7.1	-34.8	FALSE	FALSE	0.00	FALSE	FALSE	FALSE	FALSE	FALSE
HDFCAMC	2898.5	2881.1	2948.65	2908.6	2932	FALSE	FALSE	50.15	-17.4	FALSE	FALSE	0.00	FALSE	FALSE	FALSE	FALSE	FALSE
HEROMOTOCO	2827.2	2802.25	2851	2832.5	2845.4	FALSE	FALSE	23.8	-24.95	FALSE	FALSE	0.00	FALSE	FALSE	FALSE	FALSE	FALSE
CONCOR	706.3	692.15	710.6	704.3	702	FALSE	FALSE	4.3	-14.15	FALSE	FALSE	0.00	FALSE	FALSE	FALSE	FALSE	FALSE
POLYCAB	2387	2332	2387	2389	2345	FALSE	TRUE	0	-55	FALSE	FALSE	0.00	FALSE	FALSE	FALSE	FALSE	FALSE
GODREJPROP	2312	2205	2340	2311.9	2228.95	FALSE	FALSE	28	-107	FALSE	FALSE	0.00	FALSE	FALSE	FALSE	FALSE	FALSE
NAM-INDIA	424.9	422.25	445.8	425.35	439.4	FALSE	FALSE	20.9	-2.65	FALSE	FALSE	0.00	FALSE	FALSE	FALSE	FALSE	FALSE
GRASIM	1659.95	1635.5	1687.65	1669.45	1670	FALSE	FALSE	27.7	-24.45	FALSE	FALSE	0.00	FALSE	FALSE	FALSE	FALSE	FALSE
ATGL	1425	1400.05	1433.1	1423.15	1424	FALSE	FALSE	8.1	-24.95	FALSE	FALSE	506,283.00	TRUE	FALSE	TRUE	FALSE	TRUE
COFORGE	5209	5175.05	5325	5241.3	5277	FALSE	FALSE	116	-33.95	FALSE	FALSE	0.00	FALSE	FALSE	FALSE	FALSE	FALSE
AARTIIND	925	917.45	949.8	929.85	941	FALSE	FALSE	24.8	-7.55	FALSE	FALSE	0.00	FALSE	FALSE	FALSE	FALSE	FALSE
